日期,收市,開市,高,低,成交量,更改%
2011年2月10日,"22,703.50","23,069.50","23,069.50","22,633.50",-,-1.74%
2011年2月9日,"23,105.50","23,451.50","23,566.50","23,070.50",-,-1.25%
2011年2月8日,"23,398.50","23,602.50","23,622.50","23,368.50",-,-0.45%
2011年2月7日,"23,503.50","24,008.50","24,016.50","23,467.50",-,-1.87%
2011年2月4日,"23,952.50","23,952.50","23,952.50","23,952.50",-,-0.02%
2011年2月2日,"23,956.50","23,645.50","23,956.50","23,645.50",-,2.14%
2011年2月1日,"23,454.50","23,454.50","23,533.50","23,406.50",-,0.27%
2011年1月31日,"23,392.50","23,276.50","23,536.50","23,259.50",-,-0.88%
2011年1月28日,"23,600.50","23,809.50","23,809.50","23,567.50",-,-0.81%
2011年1月27日,"23,792.50","23,778.50","24,039.50","23,727.50",-,-0.31%
2011年1月26日,"23,865.50","23,814.50","24,011.50","23,656.50",-,0.37%
2011年1月25日,"23,776.50","23,925.50","24,020.50","23,776.50",-,-0.27%
2011年1月24日,"23,840.50","24,028.50","24,028.50","23,768.50",-,-0.13%
2011年1月23日,"23,871.50","23,871.50","23,871.50","23,871.50",-,-0.02%
2011年1月21日,"23,876.50","24,011.50","24,153.50","23,839.50",-,-0.54%
2011年1月20日,"24,006.50","24,254.50","24,254.50","23,966.50",-,-1.55%
2011年1月19日,"24,384.50","24,344.50","24,460.50","24,266.50",-,0.74%
2011年1月18日,"24,204.50","24,194.50","24,415.50","24,091.50",-,-0.03%
2011年1月17日,"24,211.50","24,373.50","24,392.50","24,097.50",-,-0.57%
2011年1月14日,"24,351.50","24,283.50","24,351.50","24,199.50",-,0.35%
2011年1月13日,"24,267.50","24,327.50","24,381.50","24,236.50",-,0.20%
2011年1月12日,"24,219.50","23,839.50","24,219.50","23,814.50",-,1.85%
2011年1月11日,"23,779.50","23,589.50","23,893.50","23,522.50",-,1.06%
2011年1月10日,"23,529.50","23,671.50","23,812.50","23,489.50",-,-0.76%
2011年1月7日,"23,710.50","23,791.50","23,918.50","23,674.50",-,-0.35%
2011年1月6日,"23,794.50","23,835.50","23,843.50","23,722.50",-,0.16%
2011年1月5日,"23,755.50","23,603.50","23,793.50","23,579.50",-,0.33%
2011年1月4日,"23,678.50","23,386.50","23,680.50","23,386.50",-,1.23%
2011年1月3日,"23,390.50","23,180.50","23,463.50","23,063.50",-,1.63%
2010年12月31日,"23,014.50","23,074.50","23,143.50","23,014.50",-,-0.02%
2010年12月30日,"23,018.50","22,938.50","23,164.50","22,886.50",-,0.06%
2010年12月29日,"23,005.50","22,697.50","23,005.50","22,644.50",-,1.74%
2010年12月28日,"22,611.50","22,674.50","22,685.50","22,385.50",-,-0.76%
2010年12月24日,"22,785.50","22,865.50","22,925.50","22,742.50",-,-0.42%
2010年12月23日,"22,880.50","23,098.50","23,173.50","22,845.50",-,-0.83%
2010年12月22日,"23,071.50","23,037.50","23,198.50","23,001.50",-,0.37%
2010年12月21日,"22,985.50","22,757.50","23,061.50","22,692.50",-,1.25%
2010年12月20日,"22,702.50","22,671.50","22,737.50","22,380.50",-,0.01%
2010年12月17日,"22,699.50","22,644.50","22,737.50","22,490.50",-,0.75%
2010年12月16日,"22,529.50","22,961.50","23,004.50","22,529.50",-,-1.79%
2010年12月15日,"22,939.50","23,333.50","23,361.50","22,838.50",-,-1.88%
2010年12月14日,"23,378.50","23,409.50","23,421.50","23,315.50",-,0.20%
2010年12月13日,"23,332.50","23,330.50","23,544.50","23,231.50",-,0.61%
2010年12月12日,"23,191.50","23,191.50","23,191.50","23,191.50",-,0.06%
2010年12月10日,"23,176.50","23,033.50","23,220.50","22,938.50",-,0.15%
2010年12月9日,"23,141.50","23,217.50","23,260.50","23,065.50",-,0.29%
2010年12月8日,"23,075.50","23,382.50","23,390.50","22,969.50",-,-1.62%
2010年12月7日,"23,454.50","23,135.50","23,500.50","23,076.50",-,1.26%
2010年12月6日,"23,162.50","23,447.50","23,627.50","23,162.50",-,-0.46%
2010年12月3日,"23,269.50","23,475.50","23,537.50","23,269.50",-,-0.46%
2010年12月2日,"23,376.50","23,575.50","23,596.50","23,376.50",-,0.52%
2010年12月1日,"23,254.50","22,990.50","23,359.50","22,823.50",-,1.07%
2010年11月30日,"23,008.50","23,058.50","23,193.50","22,820.50",-,-0.96%
2010年11月29日,"23,230.50","22,819.50","23,230.50","22,757.50",-,1.55%
2010年11月26日,"22,876.50","22,991.50","23,110.50","22,768.50",-,-0.68%
2010年11月25日,"23,032.50","23,153.50","23,292.50","22,996.50",-,0.45%
2010年11月24日,"22,929.50","23,097.50","23,202.50","22,929.50",-,0.02%
2010年11月23日,"22,925.50","23,314.50","23,352.50","22,854.50",-,-2.74%
2010年11月22日,"23,571.50","23,458.50","23,652.50","23,418.50",-,-0.27%
2010年11月19日,"23,636.50","23,623.50","23,677.50","23,220.50",-,0.34%
2010年11月18日,"23,556.50","23,384.50","23,633.50","23,293.50",-,1.47%
2010年11月17日,"23,214.50","23,434.50","23,593.50","23,144.50",-,-1.61%
2010年11月16日,"23,594.50","23,928.50","24,034.50","23,517.50",-,-1.42%
2010年11月15日,"23,933.50","24,331.50","24,385.50","23,933.50",-,-1.10%
2010年11月12日,"24,198.50","24,453.50","24,562.50","24,160.50",-,-1.95%
2010年11月11日,"24,680.50","24,515.50","24,848.50","24,460.50",-,1.07%
2010年11月10日,"24,418.50","24,584.50","24,695.50","24,398.50",-,-1.18%
2010年11月9日,"24,710.50","24,808.50","24,909.50","24,637.50",-,-0.78%
2010年11月8日,"24,904.50","24,782.50","24,943.50","24,701.50",-,0.43%
2010年11月5日,"24,798.50","24,811.50","24,877.50","24,684.50",-,1.01%
2010年11月4日,"24,549.50","24,338.50","24,549.50","24,284.50",-,2.02%
2010年11月3日,"24,062.50","23,721.50","24,138.50","23,618.50",-,1.63%
2010年11月2日,"23,675.50","23,542.50","23,675.50","23,495.50",-,0.11%
2010年11月1日,"23,649.50","23,266.50","23,649.50","23,263.50",-,2.87%
2010年10月29日,"22,989.50","23,094.50","23,177.50","22,812.50",-,-0.61%
2010年10月28日,"23,129.50","23,192.50","23,241.50","23,094.50",-,0.23%
2010年10月27日,"23,077.50","23,586.50","23,700.50","23,077.50",-,-2.12%
2010年10月26日,"23,576.50","23,619.50","23,675.50","23,543.50",-,-0.56%
2010年10月25日,"23,708.50","23,570.50","23,823.50","23,545.50",-,0.97%
2010年10月22日,"23,480.50","23,654.50","23,688.50","23,480.50",-,-0.87%
2010年10月21日,"23,685.50","23,677.50","23,765.50","23,464.50",-,0.50%
2010年10月20日,"23,566.50","23,544.50","23,711.50","23,352.50",-,-1.05%
2010年10月19日,"23,817.50","23,592.50","23,817.50","23,568.50",-,1.55%
2010年10月18日,"23,454.50","23,693.50","23,727.50","23,454.50",-,-1.26%
2010年10月15日,"23,754.50","23,783.50","23,869.50","23,682.50",-,-0.45%
2010年10月14日,"23,861.50","23,717.50","23,896.50","23,636.50",-,1.12%
2010年10月13日,"23,597.50","23,327.50","23,597.50","23,066.50",-,2.07%
2010年10月12日,"23,119.50","23,190.50","23,255.50","23,081.50",-,-0.73%
2010年10月11日,"23,288.50","23,167.50","23,322.50","23,162.50",-,1.61%
2010年10月8日,"22,920.50","22,899.50","23,101.50","22,891.50",-,-0.17%
2010年10月7日,"22,959.50","22,955.50","22,987.50","22,851.50",-,0.16%
2010年10月6日,"22,923.50","22,931.50","23,015.50","22,886.50",-,0.92%
2010年10月5日,"22,715.50","22,558.50","22,715.50","22,519.50",-,0.40%
2010年10月4日,"22,625.50","22,487.50","22,733.50","22,484.50",-,1.28%
2010年9月30日,"22,340.50","22,318.50","22,393.50","22,216.50",-,-0.12%
2010年9月29日,"22,366.50","22,262.50","22,471.50","22,258.50",-,1.08%
2010年9月28日,"22,126.50","22,354.50","22,397.50","22,091.50",-,-1.06%
2010年9月27日,"22,362.50","22,347.50","22,431.50","22,329.50",-,0.68%
2010年9月24日,"22,212.50","22,011.50","22,212.50","21,985.50",-,0.97%
2010年9月22日,"21,999.50","22,128.50","22,253.50","21,999.50",-,-0.31%
2010年9月21日,"22,068.50","22,106.50","22,123.50","21,969.50",-,0.46%
2010年9月20日,"21,968.50","21,914.50","22,035.50","21,907.50",-,-0.06%
2010年9月17日,"21,981.50","21,739.50","22,014.50","21,716.50",-,1.22%
2010年9月16日,"21,716.50","21,781.50","21,781.50","21,536.50",-,-0.19%
2010年9月15日,"21,758.50","21,796.50","21,808.50","21,655.50",-,0.30%
2010年9月14日,"21,692.50","21,697.50","21,796.50","21,682.50",-,-0.06%
2010年9月13日,"21,706.50","21,384.50","21,744.50","21,382.50",-,2.39%
2010年9月12日,"21,199.50","21,199.50","21,199.50","21,199.50",-,-0.07%
2010年9月10日,"21,214.50","21,311.50","21,351.50","21,086.50",-,0.07%
2010年9月9日,"21,200.50","21,111.50","21,267.50","21,109.50",-,0.81%
2010年9月8日,"21,030.50","21,195.50","21,217.50","21,030.50",-,-1.61%
2010年9月7日,"21,374.50","21,339.50","21,407.50","21,281.50",-,0.21%
2010年9月6日,"21,329.50","21,128.50","21,361.50","21,085.50",-,1.60%
2010年9月5日,"20,993.50","20,993.50","20,993.50","20,993.50",-,0.00%
2010年9月3日,"20,993.50","20,842.50","20,993.50","20,785.50",-,0.86%
2010年9月2日,"20,814.50","20,744.50","20,868.50","20,729.50",-,1.55%
2010年9月1日,"20,496.50","20,463.50","20,539.50","20,394.50",-,0.78%
2010年8月31日,"20,338.50","20,390.50","20,484.50","20,237.50",-,-1.49%
2010年8月30日,"20,645.50","20,760.50","20,762.50","20,551.50",-,0.97%
2010年8月29日,"20,447.50","20,447.50","20,447.50","20,447.50",-,-0.46%
2010年8月27日,"20,542.50","20,513.50","20,677.50","20,485.50",-,-0.37%
2010年8月26日,"20,618.50","20,639.50","20,639.50","20,545.50",-,-0.11%
2010年8月25日,"20,640.50","20,575.50","20,641.50","20,464.50",-,0.32%
2010年8月24日,"20,574.50","20,732.50","20,911.50","20,574.50",-,-1.49%
2010年8月23日,"20,886.50","20,906.50","21,030.50","20,821.50",-,-0.32%
2010年8月22日,"20,954.50","20,954.50","20,954.50","20,954.50",-,0.10%
2010年8月20日,"20,933.50","20,899.50","20,966.50","20,810.50",-,-0.46%
2010年8月19日,"21,029.50","21,078.50","21,290.50","20,979.50",-,0.31%
2010年8月18日,"20,964.50","21,132.50","21,257.50","20,932.50",-,-0.75%
2010年8月17日,"21,123.50","21,070.50","21,123.50","20,949.50",-,0.67%
2010年8月16日,"20,983.50","20,866.50","21,191.50","20,851.50",-,-0.22%
2010年8月15日,"21,030.50","21,030.50","21,030.50","21,030.50",-,0.08%
2010年8月13日,"21,013.50","21,091.50","21,145.50","20,943.50",-,0.10%
2010年8月12日,"20,992.50","21,034.50","21,077.50","20,861.50",-,-1.37%
2010年8月11日,"21,283.50","21,433.50","21,660.50","21,211.50",-,-0.91%
2010年8月10日,"21,478.50","21,725.50","21,743.50","21,445.50",-,-1.46%
2010年8月9日,"21,796.50","21,626.50","21,796.50","21,607.50",-,0.78%
2010年8月8日,"21,628.50","21,628.50","21,628.50","21,628.50",-,-0.12%
2010年8月6日,"21,654.50","21,572.50","21,757.50","21,470.50",-,0.45%
2010年8月5日,"21,558.50","21,574.50","21,627.50","21,451.50",-,0.20%
2010年8月4日,"21,514.50","21,525.50","21,649.50","21,436.50",-,0.27%
2010年8月3日,"21,456.50","21,596.50","21,596.50","21,419.50",-,0.29%
2010年8月2日,"21,395.50","21,213.50","21,462.50","21,212.50",-,2.02%
2010年8月1日,"20,972.50","20,972.50","20,972.50","20,972.50",-,0.09%
2010年7月30日,"20,954.50","20,991.50","21,085.50","20,917.50",-,-0.07%
2010年7月27日,"20,968.50","20,903.50","21,035.50","20,824.50",-,0.65%
2010年7月26日,"20,832.50","21,030.50","21,030.50","20,832.50",-,-0.41%
2010年7月25日,"20,918.50","20,918.50","20,918.50","20,918.50",-,0.00%
2010年7月23日,"20,918.50","20,859.50","20,918.50","20,720.50",-,1.59%
2010年7月22日,"20,590.50","20,448.50","20,621.50","20,380.50",-,0.26%
2010年7月21日,"20,537.50","20,325.50","20,537.50","20,308.50",-,1.64%
2010年7月20日,"20,206.50","20,067.50","20,431.50","20,015.50",-,0.98%
2010年7月19日,"20,009.50","19,986.50","20,111.50","19,937.50",-,-0.87%
2010年7月18日,"20,184.50","20,184.50","20,184.50","20,184.50",-,-0.10%
2010年7月16日,"20,205.50","20,214.50","20,297.50","20,140.50",-,0.13%
2010年7月15日,"20,178.50","20,507.50","20,702.50","20,178.50",-,-1.90%
2010年7月14日,"20,569.50","20,768.50","20,771.50","20,535.50",-,0.66%
2010年7月13日,"20,435.50","20,449.50","20,525.50","20,372.50",-,-0.38%
2010年7月12日,"20,513.50","20,477.50","20,550.50","20,351.50",-,0.57%
2010年7月11日,"20,397.50","20,397.50","20,397.50","20,397.50",-,0.00%
2010年7月9日,"20,397.50","20,056.50","20,433.50","20,047.50",-,1.89%
2010年7月8日,"20,018.50","20,127.50","20,212.50","19,955.50",-,1.26%
2010年7月7日,"19,768.50","19,903.50","19,923.50","19,737.50",-,-1.29%
2010年7月6日,"20,027.50","19,721.50","20,059.50","19,700.50",-,1.17%
2010年7月5日,"19,795.50","19,872.50","19,919.50","19,757.50",-,-0.39%
2010年7月4日,"19,872.50","19,872.50","19,872.50","19,872.50",-,0.04%
2010年7月2日,"19,865.50","19,991.50","20,191.50","19,745.50",-,-1.07%
2010年7月1日,"20,079.50","20,079.50","20,079.50","20,079.50",-,-0.06%
2010年6月30日,"20,091.50","20,038.50","20,164.50","19,996.50",-,-1.63%
2010年6月29日,"20,424.50","20,732.50","20,756.50","20,424.50",-,-1.57%
2010年6月28日,"20,749.50","20,720.50","20,892.50","20,709.50",-,0.06%
2010年6月25日,"20,736.50","20,644.50","20,796.50","20,588.50",-,0.02%
2010年6月24日,"20,731.50","20,862.50","20,935.50","20,731.50",-,-0.96%
2010年6月23日,"20,933.50","20,781.50","20,933.50","20,710.50",-,0.33%
2010年6月22日,"20,864.50","20,933.50","20,992.50","20,828.50",-,-0.37%
2010年6月21日,"20,942.50","20,472.50","20,973.50","20,470.50",-,2.76%
2010年6月18日,"20,380.50","20,171.50","20,380.50","20,132.50",-,1.05%
2010年6月17日,"20,168.50","20,195.50","20,214.50","20,079.50",-,0.19%
2010年6月15日,"20,130.50","19,984.50","20,158.50","19,968.50",-,0.18%
2010年6月14日,"20,094.50","20,087.50","20,120.50","20,023.50",-,1.20%
2010年6月11日,"19,855.50","20,006.50","20,011.50","19,825.50",-,1.00%
2010年6月10日,"19,658.50","19,494.50","19,723.50","19,465.50",-,0.47%
2010年6月9日,"19,566.50","19,512.50","19,812.50","19,357.50",-,0.30%
2010年6月8日,"19,507.50","19,487.50","19,507.50","19,309.50",-,0.96%
2010年6月7日,"19,322.50","19,065.50","19,354.50","19,065.50",-,-2.35%
2010年6月4日,"19,788.50","19,759.50","19,821.50","19,640.50",-,0.06%
2010年6月3日,"19,777.50","19,798.50","19,840.50","19,715.50",-,1.50%
2010年6月2日,"19,485.50","19,580.50","19,675.50","19,345.50",-,0.12%
2010年6月1日,"19,461.50","19,556.50","19,769.50","19,430.50",-,-1.27%
2010年5月31日,"19,712.50","19,705.50","19,790.50","19,580.50",-,0.03%
2010年5月28日,"19,707.50","19,679.50","19,891.50","19,654.50",-,1.49%
2010年5月27日,"19,417.50","19,013.50","19,539.50","18,959.50",-,1.48%
2010年5月26日,"19,134.50","19,193.50","19,196.50","18,986.50",-,1.12%
2010年5月25日,"18,923.50","19,237.50","19,273.50","18,923.50",-,-3.13%
2010年5月24日,"19,535.50","19,347.50","19,713.50","19,347.50",-,0.41%
2010年5月20日,"19,455.50","19,481.50","19,690.50","19,210.50",-,0.47%
2010年5月19日,"19,364.50","19,491.50","19,718.50","19,364.50",-,-2.33%
2010年5月18日,"19,826.50","19,648.50","19,879.50","19,537.50",-,0.99%
2010年5月17日,"19,631.50","19,707.50","19,710.50","19,426.50",-,-1.52%
2010年5月14日,"19,933.50","20,087.50","20,204.50","19,903.50",-,-1.37%
2010年5月13日,"20,210.50","20,246.50","20,371.50","20,093.50",-,0.33%
2010年5月12日,"20,144.50","19,928.50","20,144.50","19,824.50",-,0.95%
2010年5月11日,"19,955.50","20,173.50","20,205.50","19,792.50",-,-1.21%
2010年5月10日,"20,199.50","19,856.50","20,298.50","19,836.50",-,2.52%
2010年5月7日,"19,702.50","19,438.50","19,854.50","19,438.50",-,-1.52%
2010年5月6日,"20,007.50","19,928.50","20,105.50","19,684.50",-,-0.54%
2010年5月5日,"20,115.50","20,124.50","20,271.50","20,047.50",-,-1.94%
2010年5月4日,"20,513.50","20,732.50","20,765.50","20,482.50",-,-0.32%
2010年5月3日,"20,579.50","20,573.50","20,641.50","20,543.50",-,-1.51%
2010年4月30日,"20,894.50","20,671.50","20,894.50","20,613.50",-,1.92%
2010年4月29日,"20,501.50","20,683.50","20,745.50","20,468.50",-,-1.90%
2010年4月28日,"20,899.50","20,801.50","21,034.50","20,801.50",-,-1.70%
2010年4月27日,"21,261.50","21,323.50","21,384.50","21,213.50",-,-1.16%
2010年4月26日,"21,511.50","21,458.50","21,648.50","21,446.50",-,1.17%
2010年4月23日,"21,263.50","21,408.50","21,446.50","21,232.50",-,-1.09%
2010年4月22日,"21,497.50","21,289.50","21,497.50","21,190.50",-,0.39%
2010年4月21日,"21,413.50","21,706.50","21,764.50","21,413.50",-,-1.00%
2010年4月20日,"21,630.50","21,527.50","21,630.50","21,495.50",-,0.83%
2010年4月19日,"21,452.50","21,554.50","21,630.50","21,313.50",-,-2.04%
2010年4月16日,"21,898.50","21,997.50","22,139.50","21,795.50",-,-1.25%
2010年4月15日,"22,175.50","22,314.50","22,356.50","22,100.50",-,0.28%
2010年4月14日,"22,112.50","22,244.50","22,244.50","22,073.50",-,-0.16%
2010年4月13日,"22,148.50","22,159.50","22,315.50","22,037.50",-,0.03%
2010年4月12日,"22,141.50","22,408.50","22,408.50","22,141.50",-,-0.65%
2010年4月9日,"22,285.50","21,998.50","22,285.50","21,972.50",-,1.79%
2010年4月8日,"21,893.50","21,809.50","21,961.50","21,799.50",-,0.13%
2010年4月7日,"21,864.50","21,785.50","21,934.50","21,724.50",-,1.56%
2010年4月5日,"21,528.50","21,528.50","21,528.50","21,528.50",-,-0.04%
2010年4月1日,"21,537.50","21,368.50","21,571.50","21,362.50",-,1.32%
2010年3月31日,"21,256.50","21,346.50","21,428.50","21,223.50",-,-0.63%
2010年3月30日,"21,391.50","21,241.50","21,459.50","21,177.50",-,0.84%
2010年3月29日,"21,212.50","21,084.50","21,308.50","21,084.50",-,0.55%
2010年3月26日,"21,096.50","20,756.50","21,160.50","20,581.50",-,1.69%
2010年3月25日,"20,746.50","20,823.50","20,844.50","20,619.50",-,-1.36%
2010年3月24日,"21,033.50","21,177.50","21,241.50","20,963.50",-,0.16%
2010年3月23日,"21,000.50","21,060.50","21,218.50","20,936.50",-,0.68%
2010年3月22日,"20,859.50","20,897.50","20,902.50","20,859.50",-,-2.18%
2010年3月19日,"21,324.50","21,353.50","21,376.50","21,275.50",-,0.22%
2010年3月18日,"21,277.50","21,451.50","21,451.50","21,277.50",-,-0.56%
2010年3月17日,"21,396.50","21,221.50","21,465.50","21,151.50",-,1.71%
2010年3月16日,"21,037.50","21,121.50","21,227.50","20,955.50",-,-0.26%
2010年3月15日,"21,091.50","21,070.50","21,096.50","20,847.50",-,-0.42%
2010年3月12日,"21,181.50","21,234.50","21,244.50","21,086.50",-,0.17%
2010年3月11日,"21,144.50","21,311.50","21,320.50","20,995.50",-,-0.23%
2010年3月10日,"21,192.50","21,258.50","21,305.50","21,125.50",-,-0.14%
2010年3月9日,"21,221.50","21,120.50","21,260.50","21,081.50",-,0.38%
2010年3月8日,"21,141.50","21,124.50","21,241.50","21,065.50",-,2.06%
2010年3月5日,"20,715.50","20,839.50","20,865.50","20,619.50",-,0.48%
2010年3月4日,"20,616.50","20,930.50","20,995.50","20,549.50",-,-1.28%
2010年3月3日,"20,884.50","21,025.50","21,048.50","20,808.50",-,-0.18%
2010年3月2日,"20,921.50","20,876.50","20,953.50","20,816.50",-,-0.26%
2010年3月1日,"20,975.50","20,756.50","21,011.50","20,756.50",-,2.10%
2010年2月26日,"20,543.50","20,451.50","20,673.50","20,451.50",-,1.01%
2010年2月25日,"20,338.50","20,532.50","20,607.50","20,172.50",-,-0.59%
2010年2月24日,"20,459.50","20,323.50","20,609.50","20,323.50",-,-0.89%
2010年2月23日,"20,642.50","20,397.50","20,743.50","20,092.50",-,1.27%
2010年2月22日,"20,384.50","20,421.50","20,469.50","20,306.50",-,2.51%
2010年2月19日,"19,884.50","20,311.50","20,311.50","19,819.50",-,-2.21%
2010年2月18日,"20,334.50","20,521.50","20,573.50","20,334.50",-,-1.18%
2010年2月17日,"20,577.50","20,590.50","20,741.50","20,443.50",-,1.18%
2010年2月15日,"20,337.50","20,337.50","20,337.50","20,337.50",-,0.05%
2010年2月12日,"20,327.50","20,198.50","20,421.50","20,173.50",-,0.54%
2010年2月11日,"20,217.50","20,020.50","20,322.50","20,009.50",-,1.28%
2010年2月10日,"19,962.50","19,853.50","19,962.50","19,640.50",-,1.17%
2010年2月9日,"19,732.50","19,446.50","19,830.50","19,429.50",-,1.10%
2010年2月8日,"19,518.50","19,660.50","19,663.50","19,381.50",-,-0.10%
2010年2月5日,"19,537.50","19,537.50","19,537.50","19,537.50",-,-3.97%
2010年2月4日,"20,344.50","20,450.50","20,508.50","20,276.50",-,-1.31%
2010年2月3日,"20,614.50","20,449.50","20,744.50","20,273.50",-,2.20%
